actual_cost,ccg,date,items,quantity,row_id,row_name,setting
5187.92,14L,01/01/2015,1017,56335,Y02591,GTD HEALTHCARE GP SERVICE OOH,2
2494.95,14L,01/01/2015,662,22716,Y02849,CITY HEALTH CENTRE,4
2110.35,14L,01/01/2015,475,23827,Y02890,HAWTHORN MC,4
1128.92,14L,01/01/2015,256,14436,Y02960,NEW BANK HEALTH,4
2.66,14L,01/01/2015,1,14,Y03328,TURNING POINT SMITHFIELD SERVICE,9
3.83,14L,01/01/2015,2,14,Y04084,PAHNT COMMUNITY SERVICES,9
32.94,14L,01/01/2015,8,586,Y04086,MFT ADULT COMMUNITY SERVICES,9
2.53,14L,01/01/2015,1,28,Y04087,UHSM COMMUNITY SERVICES,9
31.49,14L,01/01/2015,6,160,Y04380,CRISIS RESPONSE TEAM,9
858.13,14L,01/01/2015,228,11985,Y04477,PRIMARY CARE MANCHESTER LIMITED,0
37.3,14L,01/01/2015,9,142,Y04584,INTERMEDIATE CARE (THE PEELE),0
71.37,14L,01/01/2015,20,497,Y04605,SMGPF,9
2419.17,14L,01/02/2015,394,20306,P84004,FIVE OAKS FAMILIY PRACTICE,4
693.4,14L,01/02/2015,174,6500,P84005,THE VALLANCE CENTRE,4
2090.2,14L,01/02/2015,299,18477,P84009,AILSA CRAIG MEDICAL CENTRE,4
2058.63,14L,01/02/2015,383,17205,P84010,THE BORCHARDT MEDICAL CENTRE,4
3230.8,14L,01/02/2015,625,28087,P84012,NORTHENDEN GROUP PRACTICE,4
1572.35,14L,01/02/2015,413,17014,P84014,RK MEDICAL PRACTICE,4
2746.76,14L,01/02/2015,426,21320,P84016,LEVENSHULME MEDICAL PRACTICE,4
2496.67,14L,01/02/2015,429,18298,P84017,LADYBARN GROUP PRACTICE,4
1501.09,14L,01/02/2015,273,9907,P84018,MAULDETH MEDICAL CENTRE,4
3743.54,14L,01/02/2015,632,28754,P84019,VALENTINE MEDICAL CENTRE,4
2880.64,14L,01/02/2015,505,22021,P84020,PEEL HALL MEDICAL CENTRE,4
3358.63,14L,01/02/2015,504,24437,P84021,THE MAPLES MEDICAL CENTRE,4
1659.6,14L,01/02/2015,344,13544,P84022,KINGSWAY MEDICAL PRACTICE,4
1837.43,14L,01/02/2015,324,14534,P84023,SURREY LODGE PRACTICE,4
4766.24,14L,01/02/2015,700,29744,P84024,BOWLAND MEDICAL PRACTICE,4
2366.76,14L,01/02/2015,489,25444,P84025,ST GEORGE'S MEDICAL CENTRE,4
870.84,14L,01/02/2015,196,11104,P84026,DICKENSON ROAD MEDICAL CENTRE,4
1396.57,14L,01/02/2015,265,11944,P84027,WEST POINT MEDICAL CENTRE,4
2470.32,14L,01/02/2015,633,26616,P84028,GORTON MEDICAL CENTRE,4
5097.75,14L,01/02/2015,797,38498,P84029,BENCHILL MEDICAL PRACTICE,4
3758.6,14L,01/02/2015,544,30322,P84030,NEW COLLEGIATE MEDICAL CENTRE,4
1728.45,14L,01/02/2015,360,17206,P84032,DRS HANIF & BANNURU,4
740.91,14L,01/02/2015,148,6015,P84033,BEACON MEDICAL CENTRE,4
2615.08,14L,01/02/2015,422,22031,P84034,BARLOW MEDICAL CENTRE,4
3299.89,14L,01/02/2015,658,25611,P84035,BODEY MEDICAL CENTRE,4
1383.02,14L,01/02/2015,289,12926,P84037,DR CUNNINGHAM & PARTNERS,4
1955.16,14L,01/02/2015,272,15966,P84038,ASHVILLE SURGERY,4
1323.43,14L,01/02/2015,229,13526,P84039,THE RANGE MEDICAL CENTRE,4
1330.16,14L,01/02/2015,279,10726,P84040,CONRAN MEDICAL CENTRE,4
2497.42,14L,01/02/2015,430,22474,P84041,CORNERSTONE FAMILY PRACTICE,4
1624.18,14L,01/02/2015,339,15064,P84042,FLORENCE HOUSE MEDICAL PRACTICE,4
2737.08,14L,01/02/2015,524,24581,P84043,CORNISHWAY GROUP PRACTICE,4
1934.05,14L,01/02/2015,376,16404,P84045,THE PARK MEDICAL CENTRE,4
2522.5,14L,01/02/2015,483,26760,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,4
1655.98,14L,01/02/2015,308,13334,P84047,DROYLSDEN RD FAMILY PRACTICE,4
1911.85,14L,01/02/2015,423,15688,P84048,TREGENNA GROUP PRACTICE,4
3894.98,14L,01/02/2015,829,41247,P84049,THE AVENUE MEDICAL CENTRE,4
1732,14L,01/02/2015,298,15283,P84050,MOUNT ROAD SURGERY,4
1695.48,14L,01/02/2015,294,14004,P84051,EASTLANDS MEDICAL CENTRE,4
1542.5,14L,01/02/2015,362,15270,P84052,WEST GORTON MEDICAL PRACTICE,4
2629.89,14L,01/02/2015,335,18561,P84053,ASHCROFT SURGERY,4
1807.36,14L,01/02/2015,409,18328,P84054,WHITLEY ROAD MEDICAL CENTRE,4
1430.72,14L,01/02/2015,213,8417,P84055,MERSEYBANK SURGERY,4
923.49,14L,01/02/2015,209,10101,P84056,PRINCESS ROAD SURGERY,4
1896.62,14L,01/02/2015,391,18177,P84059,LIME SQUARE MEDICAL CENTRE,4
1622.23,14L,01/02/2015,255,14813,P84061,BROOKLANDS MEDICAL PRACTICE,4
576.27,14L,01/02/2015,112,4387,P84062,BROOKDALE SURGERY,4
767.44,14L,01/02/2015,186,7733,P84064,NEW ISLINGTON MEDICAL CENTRE,4
953.43,14L,01/02/2015,189,8535,P84065,THE SINGH MEDICAL PRACTICE,4
1152.04,14L,01/02/2015,251,11786,P84066,DAVID MEDICAL CENTRE,4
2555.37,14L,01/02/2015,414,20263,P84067,HAZELDENE MEDICAL CENTRE,4
2151.37,14L,01/02/2015,323,17580,P84068,CHORLTON FAMILY PRACTICE,4
1268.03,14L,01/02/2015,286,12340,P84070,NEWTON HEATH MEDICAL CENTRE,4
955.37,14L,01/02/2015,199,7367,P84071,WILBRAHAM SURGERY,4
2411.97,14L,01/02/2015,539,24259,P84072,THE ROBERT DARBISHIRE PRACTICE,4
2206.12,14L,01/02/2015,420,23647,P84074,WELLFIELD MEDICAL CENTRE,4
1.53,14L,01/02/2015,1,21,P84605,FERNCLOUGH SURGERY,4
1412.14,14L,01/02/2015,264,13732,P84611,"DR CHIU, KOH AND GAN",4
988.34,14L,01/02/2015,249,13058,P84616,MANCHESTER MEDICAL,4
70.87,14L,01/02/2015,30,939,P84623,ALEESHAN MEDICAL CENTRE,4
899.31,14L,01/02/2015,225,9234,P84626,WILMSLOW ROAD SURGERY,4
635.57,14L,01/02/2015,103,6373,P84627,DR TIWARI'S PRACTICE,4
2352.66,14L,01/02/2015,370,17115,P84630,THE ARCH MEDICAL PRACTICE,4
817.73,14L,01/02/2015,116,5456,P84631,ARTANE MEDICAL CENTRE,4
603.16,14L,01/02/2015,120,6719,P84635,THE WHITSWOOD PRACTICE,4
671.51,14L,01/02/2015,135,7699,P84637,DR KHAN'S PRACTICE,4
380.92,14L,01/02/2015,63,3829,P84639,FALLOWFIELD MEDICAL CENTRE,4
1309.91,14L,01/02/2015,163,7766,P84640,QUEENS MEDICAL CENTRE,4
1156.12,14L,01/02/2015,218,12315,P84644,PARKSIDE SURGERY,4
2269.83,14L,01/02/2015,344,15866,P84645,PARK VIEW MEDICAL CENTRE,4
849.62,14L,01/02/2015,188,8974,P84650,THE ALEXANDRA PRACTICE,4
939.08,14L,01/02/2015,164,6840,P84651,NORTHERN MOOR MEDICAL PRACTICE,4
1960.63,14L,01/02/2015,299,14092,P84652,CORKLAND ROAD MEDICAL PRACTICE,4
3669.84,14L,01/02/2015,249,11565,P84663,THE NEVILLE FAMILY CENTRE,4
394.17,14L,01/02/2015,113,4536,P84665,AL-SHIFA MEDICAL CENTRE,4
2135.32,14L,01/02/2015,325,14843,P84669,CORNBROOK MEDICAL PRACTICE,4
1284.99,14L,01/02/2015,235,9722,P84672,WOODLANDS MEDICAL PRACTICE,4
2280.35,14L,01/02/2015,442,16044,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,4
1000.12,14L,01/02/2015,204,10902,P84676,OSWALD ROAD MEDICAL PRACTICE,4
3637.78,14L,01/02/2015,698,31720,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,4
507.05,14L,01/02/2015,126,4009,P84679,WILLOWBANK SURGERY,4
468.24,14L,01/02/2015,102,4006,P84682,BURNAGE HEALTHCARE PRACTICE,4
717.18,14L,01/02/2015,131,5669,P84683,THE DOC'S SURGERY,4
657.91,14L,01/02/2015,136,6364,P84684,JOLLY MEDICAL CENTRE,4
981.18,14L,01/02/2015,152,10759,P84689,LONGSIGHT MEDICAL PRACTICE,4
567.92,14L,01/02/2015,151,4235,P84690,DAM HEAD MEDICAL CENTRE,4
46.42,14L,01/02/2015,2,100,P84696,COMMUNITY PAEDIATRICIANS,9
2.14,14L,01/02/2015,2,23,Y00490,VIOLENT PATIENT ENHANCED SERVICE 1,9
2378.08,14L,01/02/2015,534,21930,Y00707,PCEC,1
38.52,14L,01/02/2015,6,348,Y01249,BUCCLEUCH LODGE ICF,0
902.19,14L,01/02/2015,152,7621,Y01695,MP VICTORIA MILL,4
17.34,14L,01/02/2015,3,70,Y02210,INTERMEDIATE CARE,9
152.12,14L,01/02/2015,28,807,Y02211,GORTON PARKS INTERMEDIATE CARE UNIT,9
540.31,14L,01/02/2015,101,4580,Y02325,CHARLESTOWN MD,4
533.94,14L,01/02/2015,50,6431,Y02330,NURSING HOME PROJECT TEAM (SOUTH),14
1544.03,14L,01/02/2015,192,10187,Y02520,SIMPSON MEDICAL PRACTICE,4
4477.17,14L,01/02/2015,650,43245,Y02591,GTD HEALTHCARE GP SERVICE OOH,2
2127.06,14L,01/02/2015,512,17926,Y02849,CITY HEALTH CENTRE,4
2355.2,14L,01/02/2015,472,28129,Y02890,HAWTHORN MC,4
1270.45,14L,01/02/2015,226,14262,Y02960,NEW BANK HEALTH,4
7.48,14L,01/02/2015,3,39,Y03328,TURNING POINT SMITHFIELD SERVICE,9
1.53,14L,01/02/2015,1,21,Y04084,PAHNT COMMUNITY SERVICES,9
17.76,14L,01/02/2015,8,634,Y04086,MFT ADULT COMMUNITY SERVICES,9
4.41,14L,01/02/2015,1,10,Y04087,UHSM COMMUNITY SERVICES,9
34.47,14L,01/02/2015,6,393,Y04380,CRISIS RESPONSE TEAM,9
894.46,14L,01/02/2015,235,12960,Y04477,PRIMARY CARE MANCHESTER LIMITED,0
6.11,14L,01/02/2015,2,64,Y04584,INTERMEDIATE CARE (THE PEELE),0
46.9,14L,01/02/2015,20,333,Y04605,SMGPF,9
3512.08,14L,01/03/2015,423,25085,P84004,FIVE OAKS FAMILIY PRACTICE,4
836.27,14L,01/03/2015,193,7790,P84005,THE VALLANCE CENTRE,4
2175.14,14L,01/03/2015,382,17595,P84009,AILSA CRAIG MEDICAL CENTRE,4
1926.93,14L,01/03/2015,355,17149,P84010,THE BORCHARDT MEDICAL CENTRE,4
4077.88,14L,01/03/2015,763,34633,P84012,NORTHENDEN GROUP PRACTICE,4
2433.98,14L,01/03/2015,472,17533,P84014,RK MEDICAL PRACTICE,4
2217.15,14L,01/03/2015,418,24209,P84016,LEVENSHULME MEDICAL PRACTICE,4
3147.02,14L,01/03/2015,470,23857,P84017,LADYBARN GROUP PRACTICE,4
1421.22,14L,01/03/2015,224,9057,P84018,MAULDETH MEDICAL CENTRE,4
4978.12,14L,01/03/2015,697,34718,P84019,VALENTINE MEDICAL CENTRE,4
3211.74,14L,01/03/2015,619,26192,P84020,PEEL HALL MEDICAL CENTRE,4
2518.03,14L,01/03/2015,466,22887,P84021,THE MAPLES MEDICAL CENTRE,4
1755.66,14L,01/03/2015,346,14097,P84022,KINGSWAY MEDICAL PRACTICE,4
1703.4,14L,01/03/2015,353,16034,P84023,SURREY LODGE PRACTICE,4
3393.05,14L,01/03/2015,726,30427,P84024,BOWLAND MEDICAL PRACTICE,4
3525.63,14L,01/03/2015,628,28307,P84025,ST GEORGE'S MEDICAL CENTRE,4
930.33,14L,01/03/2015,222,12309,P84026,DICKENSON ROAD MEDICAL CENTRE,4
1580.73,14L,01/03/2015,323,15135,P84027,WEST POINT MEDICAL CENTRE,4
3093.39,14L,01/03/2015,701,30613,P84028,GORTON MEDICAL CENTRE,4
4957.26,14L,01/03/2015,809,41984,P84029,BENCHILL MEDICAL PRACTICE,4
4136.9,14L,01/03/2015,577,34290,P84030,NEW COLLEGIATE MEDICAL CENTRE,4
2085.32,14L,01/03/2015,457,22932,P84032,DRS HANIF & BANNURU,4
981.93,14L,01/03/2015,171,7929,P84033,BEACON MEDICAL CENTRE,4
3580.77,14L,01/03/2015,516,24340,P84034,BARLOW MEDICAL CENTRE,4
4184.25,14L,01/03/2015,686,29293,P84035,BODEY MEDICAL CENTRE,4
1546.05,14L,01/03/2015,318,18168,P84037,DR CUNNINGHAM & PARTNERS,4
2043.33,14L,01/03/2015,271,17127,P84038,ASHVILLE SURGERY,4
1460.33,14L,01/03/2015,257,12253,P84039,THE RANGE MEDICAL CENTRE,4
1760.91,14L,01/03/2015,318,12265,P84040,CONRAN MEDICAL CENTRE,4
2810.45,14L,01/03/2015,485,25968,P84041,CORNERSTONE FAMILY PRACTICE,4
1653.58,14L,01/03/2015,366,16329,P84042,FLORENCE HOUSE MEDICAL PRACTICE,4
2889.64,14L,01/03/2015,526,23743,P84043,CORNISHWAY GROUP PRACTICE,4
2177.29,14L,01/03/2015,394,20005,P84045,THE PARK MEDICAL CENTRE,4
2624.65,14L,01/03/2015,457,24978,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,4
1598.96,14L,01/03/2015,363,14903,P84047,DROYLSDEN RD FAMILY PRACTICE,4
2048.19,14L,01/03/2015,482,17023,P84048,TREGENNA GROUP PRACTICE,4
4959.58,14L,01/03/2015,878,45179,P84049,THE AVENUE MEDICAL CENTRE,4
1876.45,14L,01/03/2015,361,22572,P84050,MOUNT ROAD SURGERY,4
1796.46,14L,01/03/2015,373,15258,P84051,EASTLANDS MEDICAL CENTRE,4
1807.92,14L,01/03/2015,421,17115,P84052,WEST GORTON MEDICAL PRACTICE,4
2987.47,14L,01/03/2015,389,20133,P84053,ASHCROFT SURGERY,4
2000.59,14L,01/03/2015,434,18747,P84054,WHITLEY ROAD MEDICAL CENTRE,4
1204.64,14L,01/03/2015,216,8318,P84055,MERSEYBANK SURGERY,4
940.38,14L,01/03/2015,253,11532,P84056,PRINCESS ROAD SURGERY,4
2240.2,14L,01/03/2015,497,23395,P84059,LIME SQUARE MEDICAL CENTRE,4
1648.74,14L,01/03/2015,299,14481,P84061,BROOKLANDS MEDICAL PRACTICE,4
330.25,14L,01/03/2015,42,1234,P84062,BROOKDALE SURGERY,4
1456.77,14L,01/03/2015,193,8359,P84064,NEW ISLINGTON MEDICAL CENTRE,4
895.22,14L,01/03/2015,199,8359,P84065,THE SINGH MEDICAL PRACTICE,4
1339.67,14L,01/03/2015,293,11165,P84066,DAVID MEDICAL CENTRE,4
2909.25,14L,01/03/2015,468,22926,P84067,HAZELDENE MEDICAL CENTRE,4
1792.72,14L,01/03/2015,315,15252,P84068,CHORLTON FAMILY PRACTICE,4
1419.22,14L,01/03/2015,319,14517,P84070,NEWTON HEATH MEDICAL CENTRE,4
1456.61,14L,01/03/2015,250,10460,P84071,WILBRAHAM SURGERY,4
3069.36,14L,01/03/2015,574,27202,P84072,THE ROBERT DARBISHIRE PRACTICE,4
2898.32,14L,01/03/2015,494,32177,P84074,WELLFIELD MEDICAL CENTRE,4
17.55,14L,01/03/2015,3,156,P84605,FERNCLOUGH SURGERY,4
1568.37,14L,01/03/2015,297,16609,P84611,"DR CHIU, KOH AND GAN",4
1147.21,14L,01/03/2015,296,16887,P84616,MANCHESTER MEDICAL,4
60.54,14L,01/03/2015,31,1020,P84623,ALEESHAN MEDICAL CENTRE,4
1134.98,14L,01/03/2015,256,11237,P84626,WILMSLOW ROAD SURGERY,4
15.29,14L,01/03/2015,6,220,P84627,DR TIWARI'S PRACTICE,4
2537.87,14L,01/03/2015,392,18150,P84630,THE ARCH MEDICAL PRACTICE,4
991.77,14L,01/03/2015,134,5227,P84631,ARTANE MEDICAL CENTRE,4
992.49,14L,01/03/2015,163,7668,P84635,THE WHITSWOOD PRACTICE,4
700.53,14L,01/03/2015,171,8069,P84637,DR KHAN'S PRACTICE,4
439.2,14L,01/03/2015,71,4050,P84639,FALLOWFIELD MEDICAL CENTRE,4
853.79,14L,01/03/2015,155,9637,P84640,QUEENS MEDICAL CENTRE,4
1253.51,14L,01/03/2015,240,14860,P84644,PARKSIDE SURGERY,4
2743.13,14L,01/03/2015,421,20007,P84645,PARK VIEW MEDICAL CENTRE,4
1182.61,14L,01/03/2015,209,10590,P84650,THE ALEXANDRA PRACTICE,4
943.64,14L,01/03/2015,175,6668,P84651,NORTHERN MOOR MEDICAL PRACTICE,4
3072.1,14L,01/03/2015,319,13854,P84652,CORKLAND ROAD MEDICAL PRACTICE,4
3715.84,14L,01/03/2015,254,12498,P84663,THE NEVILLE FAMILY CENTRE,4
580.46,14L,01/03/2015,121,4174,P84665,AL-SHIFA MEDICAL CENTRE,4
1694.47,14L,01/03/2015,339,14554,P84669,CORNBROOK MEDICAL PRACTICE,4
1166.97,14L,01/03/2015,224,9250,P84672,WOODLANDS MEDICAL PRACTICE,4
2680.18,14L,01/03/2015,451,17145,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,4
815.88,14L,01/03/2015,185,9462,P84676,OSWALD ROAD MEDICAL PRACTICE,4
4578.38,14L,01/03/2015,794,37068,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,4
585.75,14L,01/03/2015,139,5425,P84679,WILLOWBANK SURGERY,4
305.95,14L,01/03/2015,91,3449,P84682,BURNAGE HEALTHCARE PRACTICE,4
1154.94,14L,01/03/2015,157,7097,P84683,THE DOC'S SURGERY,4
660.13,14L,01/03/2015,157,7069,P84684,JOLLY MEDICAL CENTRE,4
950.36,14L,01/03/2015,184,11632,P84689,LONGSIGHT MEDICAL PRACTICE,4
860.42,14L,01/03/2015,198,7101,P84690,DAM HEAD MEDICAL CENTRE,4
2.53,14L,01/03/2015,1,200,P84696,COMMUNITY PAEDIATRICIANS,9
2.15,14L,01/03/2015,2,23,Y00490,VIOLENT PATIENT ENHANCED SERVICE 1,9
3163.13,14L,01/03/2015,714,26858,Y00707,PCEC,1
38.79,14L,01/03/2015,7,113,Y01249,BUCCLEUCH LODGE ICF,0
3060.26,14L,01/03/2015,124,5217,Y01695,MP VICTORIA MILL,4
46.95,14L,01/03/2015,11,178,Y02210,INTERMEDIATE CARE,9
184.56,14L,01/03/2015,29,996,Y02211,GORTON PARKS INTERMEDIATE CARE UNIT,9
374.23,14L,01/03/2015,100,3565,Y02325,CHARLESTOWN MD,4
276.12,14L,01/03/2015,38,4785,Y02330,NURSING HOME PROJECT TEAM (SOUTH),14
1439.7,14L,01/03/2015,228,13629,Y02520,SIMPSON MEDICAL PRACTICE,4
4561.21,14L,01/03/2015,670,49854,Y02591,GTD HEALTHCARE GP SERVICE OOH,2
2808.71,14L,01/03/2015,644,24409,Y02849,CITY HEALTH CENTRE,4
2957.07,14L,01/03/2015,527,33341,Y02890,HAWTHORN MC,4
1378.45,14L,01/03/2015,197,12051,Y02960,NEW BANK HEALTH,4
6.45,14L,01/03/2015,1,14,Y03328,TURNING POINT SMITHFIELD SERVICE,9
17.31,14L,01/03/2015,4,112,Y04084,PAHNT COMMUNITY SERVICES,9
27.43,14L,01/03/2015,3,300,Y04085,MFT CHILDRENS COMMUNITY SERVICES,9
16.55,14L,01/03/2015,4,89,Y04086,MFT ADULT COMMUNITY SERVICES,9
10.31,14L,01/03/2015,3,104,Y04380,CRISIS RESPONSE TEAM,9
1050.82,14L,01/03/2015,220,13119,Y04477,PRIMARY CARE MANCHESTER LIMITED,0
2.54,14L,01/03/2015,1,28,Y04584,INTERMEDIATE CARE (THE PEELE),0
64.48,14L,01/03/2015,18,421,Y04605,SMGPF,9
2399.28,14L,01/04/2015,369,17315,P84004,FIVE OAKS FAMILIY PRACTICE,4
925.76,14L,01/04/2015,174,6179,P84005,THE VALLANCE CENTRE,4
1696.5,14L,01/04/2015,288,14928,P84009,AILSA CRAIG MEDICAL CENTRE,4
2393.12,14L,01/04/2015,355,16393,P84010,THE BORCHARDT MEDICAL CENTRE,4
3847.56,14L,01/04/2015,638,28747,P84012,NORTHENDEN GROUP PRACTICE,4
1557.85,14L,01/04/2015,319,12084,P84014,RK MEDICAL PRACTICE,4
2206.85,14L,01/04/2015,393,16623,P84016,LEVENSHULME MEDICAL PRACTICE,4
2584.72,14L,01/04/2015,460,21630,P84017,LADYBARN GROUP PRACTICE,4
1217.1,14L,01/04/2015,176,7030,P84018,MAULDETH MEDICAL CENTRE,4
3879.51,14L,01/04/2015,636,27681,P84019,VALENTINE MEDICAL CENTRE,4
2600.25,14L,01/04/2015,503,20859,P84020,PEEL HALL MEDICAL CENTRE,4
2743.46,14L,01/04/2015,462,20927,P84021,THE MAPLES MEDICAL CENTRE,4
1629.9,14L,01/04/2015,298,11135,P84022,KINGSWAY MEDICAL PRACTICE,4
1584.77,14L,01/04/2015,306,11793,P84023,SURREY LODGE PRACTICE,4
3672.11,14L,01/04/2015,653,24223,P84024,BOWLAND MEDICAL PRACTICE,4
2179.51,14L,01/04/2015,412,19133,P84025,ST GEORGE'S MEDICAL CENTRE,4
1293.44,14L,01/04/2015,197,10843,P84026,DICKENSON ROAD MEDICAL CENTRE,4
1238.89,14L,01/04/2015,244,11093,P84027,WEST POINT MEDICAL CENTRE,4
2415.25,14L,01/04/2015,605,25660,P84028,GORTON MEDICAL CENTRE,4
3812.06,14L,01/04/2015,681,32315,P84029,BENCHILL MEDICAL PRACTICE,4
3992.86,14L,01/04/2015,564,28469,P84030,NEW COLLEGIATE MEDICAL CENTRE,4
3836.86,14L,01/04/2015,362,15596,P84032,DRS HANIF & BANNURU,4
776.39,14L,01/04/2015,184,6748,P84033,BEACON MEDICAL CENTRE,4
2803.94,14L,01/04/2015,451,23398,P84034,BARLOW MEDICAL CENTRE,4
2748.53,14L,01/04/2015,585,21617,P84035,BODEY MEDICAL CENTRE,4
1458.34,14L,01/04/2015,289,15040,P84037,DR CUNNINGHAM & PARTNERS,4
2041.71,14L,01/04/2015,283,14445,P84038,ASHVILLE SURGERY,4
1410.94,14L,01/04/2015,257,14528,P84039,THE RANGE MEDICAL CENTRE,4
1250.48,14L,01/04/2015,251,9979,P84040,CONRAN MEDICAL CENTRE,4
2083.18,14L,01/04/2015,387,19255,P84041,CORNERSTONE FAMILY PRACTICE,4
1503.08,14L,01/04/2015,324,14096,P84042,FLORENCE HOUSE MEDICAL PRACTICE,4
2643.7,14L,01/04/2015,533,24511,P84043,CORNISHWAY GROUP PRACTICE,4
1405.9,14L,01/04/2015,331,12910,P84045,THE PARK MEDICAL CENTRE,4
2169.63,14L,01/04/2015,420,20941,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,4
1162.96,14L,01/04/2015,305,11886,P84047,DROYLSDEN RD FAMILY PRACTICE,4
1768.09,14L,01/04/2015,414,13929,P84048,TREGENNA GROUP PRACTICE,4
3807.09,14L,01/04/2015,756,33025,P84049,THE AVENUE MEDICAL CENTRE,4
1271.53,14L,01/04/2015,267,13031,P84050,MOUNT ROAD SURGERY,4
1449.58,14L,01/04/2015,277,12086,P84051,EASTLANDS MEDICAL CENTRE,4
1672.45,14L,01/04/2015,402,16945,P84052,WEST GORTON MEDICAL PRACTICE,4
1923.12,14L,01/04/2015,308,13845,P84053,ASHCROFT SURGERY,4
2115.79,14L,01/04/2015,407,16173,P84054,WHITLEY ROAD MEDICAL CENTRE,4
1158.59,14L,01/04/2015,180,6441,P84055,MERSEYBANK SURGERY,4
699.11,14L,01/04/2015,197,8033,P84056,PRINCESS ROAD SURGERY,4
2136.94,14L,01/04/2015,373,16453,P84059,LIME SQUARE MEDICAL CENTRE,4
1437.18,14L,01/04/2015,222,10232,P84061,BROOKLANDS MEDICAL PRACTICE,4
230.16,14L,01/04/2015,24,1112,P84062,BROOKDALE SURGERY,4
1440.13,14L,01/04/2015,192,8015,P84064,NEW ISLINGTON MEDICAL CENTRE,4
810.46,14L,01/04/2015,182,8208,P84065,THE SINGH MEDICAL PRACTICE,4
1264.27,14L,01/04/2015,248,9758,P84066,DAVID MEDICAL CENTRE,4
3639.45,14L,01/04/2015,456,25439,P84067,HAZELDENE MEDICAL CENTRE,4
1403.37,14L,01/04/2015,270,12447,P84068,CHORLTON FAMILY PRACTICE,4
1164.4,14L,01/04/2015,243,12073,P84070,NEWTON HEATH MEDICAL CENTRE,4
1105.39,14L,01/04/2015,181,6514,P84071,WILBRAHAM SURGERY,4
2999.09,14L,01/04/2015,488,23410,P84072,THE ROBERT DARBISHIRE PRACTICE,4
3493.72,14L,01/04/2015,383,21609,P84074,WELLFIELD MEDICAL CENTRE,4
80.66,14L,01/04/2015,18,1148,P84605,FERNCLOUGH SURGERY,4
963.48,14L,01/04/2015,241,11390,P84611,"DR CHIU, KOH AND GAN",4
988.75,14L,01/04/2015,248,12399,P84616,MANCHESTER MEDICAL,4
65.2,14L,01/04/2015,26,910,P84623,ALEESHAN MEDICAL CENTRE,4
887.72,14L,01/04/2015,213,8450,P84626,WILMSLOW ROAD SURGERY,4
3.12,14L,01/04/2015,1,7,P84627,DR TIWARI'S PRACTICE,4
1428.38,14L,01/04/2015,253,11166,P84630,THE ARCH MEDICAL PRACTICE,4
949.38,14L,01/04/2015,113,4891,P84631,ARTANE MEDICAL CENTRE,4
612.7,14L,01/04/2015,138,6590,P84635,THE WHITSWOOD PRACTICE,4
615.94,14L,01/04/2015,128,4815,P84637,DR KHAN'S PRACTICE,4
286.34,14L,01/04/2015,66,2614,P84639,FALLOWFIELD MEDICAL CENTRE,4
867.36,14L,01/04/2015,146,9426,P84640,QUEENS MEDICAL CENTRE,4
833.63,14L,01/04/2015,174,9327,P84644,PARKSIDE SURGERY,4
1890.76,14L,01/04/2015,347,15855,P84645,PARK VIEW MEDICAL CENTRE,4
681.44,14L,01/04/2015,136,6785,P84650,THE ALEXANDRA PRACTICE,4
791.1,14L,01/04/2015,148,6566,P84651,NORTHERN MOOR MEDICAL PRACTICE,4
1693.81,14L,01/04/2015,261,12557,P84652,CORKLAND ROAD MEDICAL PRACTICE,4
2260.12,14L,01/04/2015,192,7707,P84663,THE NEVILLE FAMILY CENTRE,4
344.84,14L,01/04/2015,96,2858,P84665,AL-SHIFA MEDICAL CENTRE,4
1587.35,14L,01/04/2015,284,10860,P84669,CORNBROOK MEDICAL PRACTICE,4
904.68,14L,01/04/2015,175,7169,P84672,WOODLANDS MEDICAL PRACTICE,4
2239.55,14L,01/04/2015,436,15950,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,4
1079.98,14L,01/04/2015,192,10711,P84676,OSWALD ROAD MEDICAL PRACTICE,4
3182.91,14L,01/04/2015,657,28131,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,4
354.21,14L,01/04/2015,94,4223,P84679,WILLOWBANK SURGERY,4
537.45,14L,01/04/2015,96,4010,P84682,BURNAGE HEALTHCARE PRACTICE,4
932.11,14L,01/04/2015,126,5033,P84683,THE DOC'S SURGERY,4
678.9,14L,01/04/2015,138,6171,P84684,JOLLY MEDICAL CENTRE,4
768.29,14L,01/04/2015,142,7666,P84689,LONGSIGHT MEDICAL PRACTICE,4
551.4,14L,01/04/2015,149,4158,P84690,DAM HEAD MEDICAL CENTRE,4
1.69,14L,01/04/2015,1,100,Y00490,VIOLENT PATIENT ENHANCED SERVICE 1,9
2552.61,14L,01/04/2015,637,24626,Y00707,PCEC,1
54.42,14L,01/04/2015,8,287,Y01249,BUCCLEUCH LODGE ICF,0
631.65,14L,01/04/2015,120,6120,Y01695,MP VICTORIA MILL,4
